physical_condition,series,architecture,K_C,K_D,n_binders,gradient_scale,receptor_density_contrast_percent,plotted_axis_coordinate,mean,lower_95_percent,upper_95_percent,trajectory_count,curve_role,arrival_time_limit,recording_time_limit,mean_recorded_duration,path_ci_time_limit,mean_path_ci_duration,observation_lag,mobile_fraction,effective_K_D_at_start,local_K_C_at_start,cleavage_rate_scale,path_ci_correction_coefficient
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.003055076557303,12.977304990554272,12.977304990554272,5.902547236707393,,,,gradient,500000.0,500000.0,116040.80690742808,100000.0,82338.65718472101,455.06198787226697,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0030874610846343,13.12329980520599,13.12329980520499,6.032179799531734,,,,gradient,500000.0,500000.0,113653.09854159006,100000.0,81524.54454450552,445.6984256532943,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0031198466575295,13.269483281518069,13.269483281518069,6.163231406486433,,,,gradient,500000.0,500000.0,111333.72108533756,100000.0,80704.58165109629,436.60282778563754,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0031522332760217,13.41585566328838,13.41585566328838,6.295705115720305,,,,gradient,500000.0,500000.0,109080.2765103138,100000.0,79879.74195686333,427.7657902365248,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0031846209401447,13.56241719462976,13.56241719462976,6.42960382204291,,,,gradient,500000.0,500000.0,106890.46047311496,100000.0,79050.96172627345,419.1782763651567,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0032170096499322,13.709168119969515,13.709168119969515,6.564930269913147,,,,gradient,500000.0,500000.0,104762.05870102088,100000.0,78219.13877473821,410.8316027491015,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.003249399405418,13.856108684052847,13.856108684051849,6.701919114639753,,,,gradient,500000.0,500000.0,102694.10886758628,100000.0,77384.10215558263,402.7219955591619,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0032817902066362,14.003239131940193,14.003239131940193,6.840387124521395,,,,gradient,500000.0,500000.0,100683.5530506739,100000.0,76547.60430091522,394.8374629438192,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0033141820536202,14.150559709008624,14.150559709008624,6.980299964595315,,,,gradient,500000.0,500000.0,98728.2355974786,100000.0,75710.59551372712,387.16955136266114,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0033465749464037,14.298070660951367,14.298070660951367,7.121659964453739,,,,gradient,500000.0,500000.0,96826.26823384048,100000.0,74873.8142619581,379.7108558189823,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0033789688850208,14.445772233782115,14.445772233782115,7.264469351268759,,,,gradient,500000.0,500000.0,94975.83624133076,100000.0,74037.95877886939,372.4542597699245,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.003411363869505,14.593664673829457,14.593664673829457,7.408783790987229,,,,gradient,500000.0,500000.0,93175.42224378542,100000.0,73203.51176932477,365.3938127207271,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0034437598998902,14.741748227741304,14.741748227741304,7.554804822998479,,,,gradient,500000.0,500000.0,91424.14687501396,100000.0,72370.50206914515,358.52606617652526,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.00347615697621,14.890023142484242,14.890023142484242,7.702291498333004,,,,gradient,500000.0,500000.0,89719.33573386865,100000.0,71540.35301786374,351.840532289681,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0035085550984983,15.038489665344112,15.038489665344112,7.851245779743105,,,,gradient,500000.0,500000.0,88059.43964197359,100000.0,70713.60728440787,345.3311358508768,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.003540954266789,15.18714804392718,15.18714804392718,8.001669556292866,,,,gradient,500000.0,500000.0,86442.96901216824,100000.0,69890.77108808844,338.99203534183624,1.0,500.0,0.0,0.002,1.0
