explore_to_exploit_demand_ratio,reader_cleaver_coordinate,explore_density,escape_density,exploit_density,total_density,explore_fraction,escape_fraction,exploit_fraction,explore_escape_center,exploit_center,display_width
0.05,-1.759404173228449,0.0031352037776712,0.014094950799892,1.4222779744139106e-05,0.0172443773573074,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7553303331914705,0.0032114300711191,0.0144376417163353,1.4929973826087026e-05,0.0176640017612806,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.751256493154492,0.003289153484999,0.0147870632443514,1.567063454019406e-05,0.0180918873638906,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7471826531175134,0.0033683932181281,0.0151433016961569,1.644625776342307e-05,0.0185281411720485,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.743108813080535,0.0034491684344425,0.0155064432271511,1.7258401858918205e-05,0.0189728700634526,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7390349730435564,0.0035314982537569,0.0158765737943773,1.8108690077188843e-05,0.0194261807382114,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.734961133006578,0.0036154017423271,0.0162537791140952,1.8998813040010856e-05,0.0198881796694624,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.730887292969599,0.0037008979032169,0.0166381446184696,1.9930531309476907e-05,0.0203589730529961,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.726813452932621,0.0037880056664685,0.0170297554113833,2.0905678044680577e-05,0.0208386667558966,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7227396128956425,0.0038767438790814,0.0174286962233829,2.1926161748574512e-05,0.0213273662642129,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7186657728586638,0.0039671312947994,0.017835051365766,2.299396910759531e-05,0.0218251766296731,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7145919328216852,0.0040591865637099,0.0182489046838198,2.4111167926706296e-05,0.0223322024154565,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7105180927847068,0.0041529282216556,0.0186703395092224,2.5279910162561095e-05,0.0228485476410406,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
